ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
213085_s_at	2.38E-02	2.88E-03	3.116974	-1.95765	1.5992506	WWC1	WW and C2 domain containing 1
220413_at	2.38E-02	2.88E-03	-3.116851	-1.95797	-0.8374711	SLC39A2	solute carrier family 39 member 2
212096_s_at	2.38E-02	2.88E-03	-3.1164	-1.95915	-1.155667	MTUS1	microtubule associated tumor suppressor 1
205306_x_at	2.38E-02	2.89E-03	-3.115949	-1.96033	-0.9969784	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
210175_at	2.39E-02	2.89E-03	3.115516	-1.96146	1.1755032	GCFC2	GC-rich sequence DNA-binding factor 2
214354_x_at	2.39E-02	2.89E-03	-3.115139	-1.96245	-1.3404616	SFTPB	surfactant protein B
220174_at	2.39E-02	2.89E-03	-3.115022	-1.96276	-1.1592064	LRRC8E	leucine rich repeat containing 8 family member E
210664_s_at	2.39E-02	2.89E-03	-3.114998	-1.96282	-1.2358259	TFPI	tissue factor pathway inhibitor
201134_x_at	2.39E-02	2.90E-03	3.114597	-1.96387	0.7043843	COX7C	cytochrome c oxidase subunit 7C
218955_at	2.40E-02	2.91E-03	-3.113469	-1.96682	-0.434795	BRF2	"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit"
208734_x_at	2.40E-02	2.91E-03	3.113203	-1.96751	0.9483897	RAB2A	"RAB2A, member RAS oncogene family"
206347_at	2.40E-02	2.92E-03	-3.111933	-1.97083	-0.7586225	PDK3	pyruvate dehydrogenase kinase 3
213018_at	2.40E-02	2.92E-03	3.111891	-1.97094	0.8332335	GATAD1	GATA zinc finger domain containing 1
214293_at	2.41E-02	2.93E-03	-3.111057	-1.97312	-0.7129918	11-Sep	septin 11
201595_s_at	2.41E-02	2.93E-03	3.111045	-1.97315	0.4754274	ZC3H15	zinc finger CCCH-type containing 15
206940_s_at	2.41E-02	2.93E-03	-3.110479	-1.97463	-0.7865307	POU4F1	POU class 4 homeobox 1
215634_at	2.41E-02	2.94E-03	-3.110021	-1.97582	-1.2101202		
205978_at	2.42E-02	2.94E-03	-3.109508	-1.97717	-1.479434	KL	klotho
222198_at	2.42E-02	2.94E-03	-3.109093	-1.97825	-0.7134139		
209507_at	2.42E-02	2.95E-03	3.108603	-1.97953	0.9905042	RPA3	replication protein A3
219719_at	2.42E-02	2.95E-03	-3.108565	-1.97963	-0.7887644	HIGD1B	HIG1 hypoxia inducible domain family member 1B
214944_at	2.43E-02	2.96E-03	-3.107612	-1.98212	-0.6475579	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
216514_at	2.43E-02	2.96E-03	-3.107063	-1.98355	-0.5804254		
214157_at	2.43E-02	2.96E-03	-3.10686	-1.98408	-0.8787139	GNAS	GNAS complex locus
215651_at	2.43E-02	2.96E-03	-3.106858	-1.98408	-0.6576595		
205787_x_at	2.43E-02	2.96E-03	3.106804	-1.98422	0.8767528	LOC441155///ZC3H11A	zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A
213171_s_at	2.43E-02	2.96E-03	3.106769	-1.98432	1.1952683	MMP24	matrix metallopeptidase 24
204340_at	2.43E-02	2.97E-03	-3.106496	-1.98503	-1.1869234	TMEM187	transmembrane protein 187
200652_at	2.43E-02	2.97E-03	3.106465	-1.98511	0.5779538	SSR2	signal sequence receptor subunit 2
213188_s_at	2.43E-02	2.97E-03	-3.106431	-1.9852	-0.5041078	MINA	MYC induced nuclear antigen
216852_x_at	2.43E-02	2.97E-03	-3.106373	-1.98535	-0.996434	IGLJ3	immunoglobulin lambda joining 3
206407_s_at	2.43E-02	2.97E-03	-3.106332	-1.98546	-1.3740721	CCL13	C-C motif chemokine ligand 13
210724_at	2.43E-02	2.98E-03	-3.105356	-1.988	-1.3165221	ADGRE3	adhesion G protein-coupled receptor E3
212442_s_at	2.43E-02	2.98E-03	3.105167	-1.9885	0.6956717	CERS6	ceramide synthase 6
201635_s_at	2.44E-02	2.98E-03	3.104386	-1.99053	0.8851745	FXR1	FMR1 autosomal homolog 1
211203_s_at	2.44E-02	2.98E-03	-3.10438	-1.99055	-1.1765654	CNTN1	contactin 1
217782_s_at	2.44E-02	2.99E-03	3.103885	-1.99184	1.0261927	GPS1	G protein pathway suppressor 1
207776_s_at	2.44E-02	2.99E-03	-3.1036	-1.99258	-0.6732929	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
208214_at	2.44E-02	2.99E-03	-3.103562	-1.99268	-1.3863268	ADRB1	adrenoceptor beta 1
212523_s_at	2.44E-02	2.99E-03	3.103492	-1.99286	1.2792533	SPIDR	scaffolding protein involved in DNA repair
214342_at	2.44E-02	2.99E-03	-3.103399	-1.99311	-1.295918	ATXN7L1	ataxin 7 like 1
216099_at	2.44E-02	3.00E-03	-3.102596	-1.9952	-0.774591	HTR7P1	5-hydroxytryptamine receptor 7 pseudogene 1
212423_at	2.44E-02	3.00E-03	3.102285	-1.99601	0.9878406	ZCCHC24	zinc finger CCHC-type containing 24
217392_at	2.45E-02	3.01E-03	-3.101436	-1.99823	-0.8883523		
213706_at	2.45E-02	3.01E-03	-3.101299	-1.99858	-1.0429004	GPD1	glycerol-3-phosphate dehydrogenase 1
201351_s_at	2.45E-02	3.02E-03	3.100627	-2.00033	0.6289693	YME1L1	YME1 like 1 ATPase
210535_at	2.45E-02	3.02E-03	-3.100552	-2.00053	-1.0242506	B9D1	B9 domain containing 1
213525_at	2.45E-02	3.02E-03	-3.100455	-2.00078	-1.0148648		
220546_at	2.47E-02	3.04E-03	3.09844	-2.00603	1.0152462	LOC101929115///KMT2A	uncharacterized LOC101929115///lysine methyltransferase 2A
213573_at	2.47E-02	3.04E-03	3.098106	-2.00691	0.5723292	KPNB1	karyopherin subunit beta 1
209376_x_at	2.47E-02	3.04E-03	3.098023	-2.00712	0.8977306	SCAF11	SR-related CTD associated factor 11
216223_at	2.47E-02	3.04E-03	-3.097688	-2.00799	-1.1906055	CPN2	carboxypeptidase N subunit 2
209802_at	2.47E-02	3.04E-03	-3.097497	-2.00849	-1.0160713	PHLDA2	pleckstrin homology like domain family A member 2
217095_x_at	2.47E-02	3.05E-03	-3.097159	-2.00937	-1.0961226	NCR1	natural cytotoxicity triggering receptor 1
216615_s_at	2.47E-02	3.05E-03	-3.096951	-2.00991	-0.6233657	HTR3A	5-hydroxytryptamine receptor 3A
218439_s_at	2.47E-02	3.05E-03	3.096899	-2.01005	0.8862068	COMMD10	COMM domain containing 10
212406_s_at	2.47E-02	3.05E-03	3.096793	-2.01033	0.9824882	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
219255_x_at	2.47E-02	3.05E-03	-3.096702	-2.01056	-0.9274685	IL17RB	interleukin 17 receptor B
216640_s_at	2.47E-02	3.06E-03	3.096157	-2.01198	0.610844	PDIA6	protein disulfide isomerase family A member 6
204613_at	2.47E-02	3.06E-03	-3.09608	-2.01218	-0.6038698	PLCG2	phospholipase C gamma 2
222301_at	2.48E-02	3.06E-03	-3.095643	-2.01332	-0.6143739	C1orf61	chromosome 1 open reading frame 61
220568_at	2.48E-02	3.06E-03	-3.095568	-2.01351	-1.0808582	PRO1483	uncharacterized LOC55448
209210_s_at	2.48E-02	3.06E-03	-3.095251	-2.01434	-0.7539615	FERMT2	fermitin family member 2
215533_s_at	2.48E-02	3.07E-03	3.094804	-2.0155	1.1425018	UBE4B	ubiquitination factor E4B
215101_s_at	2.48E-02	3.07E-03	-3.094668	-2.01586	-1.4665096	CXCL5	C-X-C motif chemokine ligand 5
208051_s_at	2.48E-02	3.07E-03	3.094407	-2.01654	0.9162049	PAIP1	poly(A) binding protein interacting protein 1
205928_at	2.48E-02	3.08E-03	3.093816	-2.01807	1.3155727	ZNF443	zinc finger protein 443
208472_at	2.48E-02	3.08E-03	-3.093432	-2.01907	-0.6520307	IKZF4	IKAROS family zinc finger 4
211189_x_at	2.49E-02	3.08E-03	-3.093019	-2.02015	-0.5294841	CD84	CD84 molecule
204257_at	2.49E-02	3.08E-03	-3.092959	-2.02031	-0.6479045	FADS3	fatty acid desaturase 3
201354_s_at	2.49E-02	3.09E-03	-3.092254	-2.02214	-0.9206545	BAZ2A	bromodomain adjacent to zinc finger domain 2A
209614_at	2.49E-02	3.09E-03	-3.092103	-2.02253	-1.7323161	ADH1B	"alcohol dehydrogenase 1B (class I), beta polypeptide"
208779_x_at	2.49E-02	3.09E-03	3.092042	-2.02269	0.6719896	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1
211870_s_at	2.49E-02	3.09E-03	-3.092032	-2.02272	-0.7162453	PCDHA2///PCDHA3	protocadherin alpha 2///protocadherin alpha 3
212578_x_at	2.49E-02	3.09E-03	3.091875	-2.02312	0.5879289	RPS17	ribosomal protein S17
202079_s_at	2.49E-02	3.09E-03	-3.091841	-2.02321	-0.7315982	TRAK1	trafficking kinesin protein 1
205447_s_at	2.49E-02	3.09E-03	3.091821	-2.02326	1.0724216	MAP3K12	mitogen-activated protein kinase kinase kinase 12
216540_at	2.49E-02	3.10E-03	-3.091379	-2.02441	-0.6505317	YME1L1	YME1 like 1 ATPase
206242_at	2.49E-02	3.10E-03	-3.091363	-2.02446	-0.8210952	TM4SF5	transmembrane 4 L six family member 5
216455_at	2.49E-02	3.10E-03	-3.091246	-2.02476	-0.7076185	LOC101927181	uncharacterized LOC101927181
214308_s_at	2.49E-02	3.10E-03	-3.090909	-2.02564	-1.2948687	HGD	"homogentisate 1,2-dioxygenase"
212379_at	2.49E-02	3.11E-03	3.09051	-2.02667	1.1302356	GART	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
203905_at	2.50E-02	3.12E-03	3.089101	-2.03034	0.3877296	PARN	poly(A)-specific ribonuclease
207039_at	2.50E-02	3.12E-03	-3.088986	-2.03064	-1.1141644	CDKN2A	cyclin dependent kinase inhibitor 2A
33494_at	2.50E-02	3.12E-03	-3.088531	-2.03182	-0.6911309	ETFDH	electron transfer flavoprotein dehydrogenase
204813_at	2.51E-02	3.13E-03	-3.088253	-2.03254	-0.5834091	MAPK10	mitogen-activated protein kinase 10
205635_at	2.51E-02	3.13E-03	-3.088247	-2.03256	-1.2645545	KALRN	"kalirin, RhoGEF kinase"
206946_at	2.51E-02	3.13E-03	-3.087923	-2.0334	-1.0742987	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4
213541_s_at	2.51E-02	3.13E-03	-3.087757	-2.03383	-1.3178249	ERG	"ERG, ETS transcription factor"
208513_at	2.51E-02	3.13E-03	-3.08761	-2.03421	-0.9844778	FOXB1	forkhead box B1
208083_s_at	2.51E-02	3.13E-03	-3.087221	-2.03522	-1.4907518	LOC100505984///ITGB6	uncharacterized LOC100505984///integrin subunit beta 6
206053_at	2.51E-02	3.14E-03	-3.087148	-2.03542	-0.5138777	ZNF510	zinc finger protein 510
37425_g_at	2.51E-02	3.14E-03	-3.086772	-2.03639	-0.8272375	CCHCR1	coiled-coil alpha-helical rod protein 1
216820_at	2.51E-02	3.14E-03	-3.086649	-2.03671	-1.3005489		
201775_s_at	2.51E-02	3.14E-03	3.086182	-2.03792	0.5960457	EFCAB14	EF-hand calcium binding domain 14
213476_x_at	2.51E-02	3.14E-03	3.08609	-2.03816	0.8080515	TUBB3	tubulin beta 3 class III
216507_at	2.51E-02	3.15E-03	-3.086002	-2.03839	-1.0314714	TAPT1	transmembrane anterior posterior transformation 1
216530_at	2.51E-02	3.15E-03	-3.085676	-2.03924	-0.7939698		
208069_x_at	2.52E-02	3.15E-03	-3.085187	-2.04051	-0.7350745	GH2///GH1///CSHL1///CSH1	growth hormone 2///growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
215025_at	2.52E-02	3.16E-03	-3.084691	-2.0418	-0.9130889	NTRK3	neurotrophic receptor tyrosine kinase 3
200976_s_at	2.52E-02	3.16E-03	3.084498	-2.0423	0.5815623	TAX1BP1	Tax1 binding protein 1
203253_s_at	2.52E-02	3.16E-03	3.084242	-2.04296	0.8871944	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
207734_at	2.52E-02	3.16E-03	-3.084183	-2.04312	-0.6922004	LAX1	lymphocyte transmembrane adaptor 1
209848_s_at	2.52E-02	3.16E-03	-3.084119	-2.04328	-0.7030575	PMEL	premelanosome protein
206878_at	2.52E-02	3.16E-03	-3.083892	-2.04387	-0.5462272	DAO	D-amino acid oxidase
203032_s_at	2.52E-02	3.17E-03	3.083038	-2.04609	1.6530994	FH	fumarate hydratase
201577_at	2.52E-02	3.17E-03	3.08299	-2.04621	0.710033	NME1	NME/NM23 nucleoside diphosphate kinase 1
206559_x_at	2.52E-02	3.17E-03	-3.082862	-2.04655	-0.6562083		
222112_at	2.53E-02	3.18E-03	-3.082598	-2.04723	-1.020316	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1
215667_x_at	2.53E-02	3.18E-03	3.082448	-2.04762	0.5602874	PMS2P9///PMS2P5	"PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 5"
204962_s_at	2.53E-02	3.18E-03	3.081783	-2.04935	1.3760469	SLC35F6///CENPA	solute carrier family 35 member F6///centromere protein A
204546_at	2.53E-02	3.19E-03	-3.081525	-2.05002	-1.1882831	KIAA0513	KIAA0513
214400_at	2.53E-02	3.19E-03	-3.081092	-2.05114	-1.095245	INSL3	insulin like 3
211601_at	2.53E-02	3.19E-03	-3.080846	-2.05178	-0.9827888	CATR1	CATR tumorigenicity conversion 1
205718_at	2.53E-02	3.19E-03	-3.08076	-2.052	-1.08699	ITGB7	integrin subunit beta 7
AFFX-hum_alu_at	2.54E-02	3.20E-03	-3.079811	-2.05446	-0.7317777		
204544_at	2.54E-02	3.21E-03	3.079179	-2.0561	0.9510809	HPS5	"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2"
212022_s_at	2.54E-02	3.21E-03	3.078949	-2.0567	1.2810899	MKI67	marker of proliferation Ki-67
202561_at	2.54E-02	3.21E-03	3.078923	-2.05677	0.4582035	TNKS	tankyrase
211297_s_at	2.54E-02	3.21E-03	3.078801	-2.05708	1.3147915	CDK7	cyclin dependent kinase 7
219091_s_at	2.54E-02	3.21E-03	-3.07854	-2.05776	-0.7931564	MMRN2	multimerin 2
214780_s_at	2.55E-02	3.22E-03	-3.077835	-2.05959	-0.4243026	MYO9B	myosin IXB
216306_x_at	2.56E-02	3.23E-03	3.076633	-2.0627	0.7167296	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
202962_at	2.56E-02	3.23E-03	-3.076377	-2.06337	-0.8698495	KIF13B	kinesin family member 13B
209955_s_at	2.56E-02	3.24E-03	3.076184	-2.06387	1.7466533	FAP	fibroblast activation protein alpha
214041_x_at	2.56E-02	3.24E-03	-3.075255	-2.06628	-1.2061793	RPL37A	ribosomal protein L37a
215196_at	2.56E-02	3.24E-03	-3.075155	-2.06654	-1.0272392	GUSBP11	"glucuronidase, beta pseudogene 11"
205699_at	2.56E-02	3.25E-03	-3.07509	-2.0667	-1.1753252	MAP2K6	mitogen-activated protein kinase kinase 6
209261_s_at	2.56E-02	3.25E-03	-3.074782	-2.0675	-0.6249326	NR2F6	nuclear receptor subfamily 2 group F member 6
219880_at	2.57E-02	3.25E-03	3.074483	-2.06828	0.8338123	CTC-338M12.4	uncharacterized LOC101928649
221303_at	2.57E-02	3.25E-03	-3.074344	-2.06864	-0.8790877	PCDHB1	protocadherin beta 1
221295_at	2.57E-02	3.26E-03	-3.074022	-2.06947	-1.170907	CIDEA	cell death-inducing DFFA-like effector a
218072_at	2.57E-02	3.26E-03	3.07394	-2.06968	0.9342273	COMMD9	COMM domain containing 9
208034_s_at	2.57E-02	3.26E-03	-3.073655	-2.07042	-0.9715591	PROZ	"protein Z, vitamin K dependent plasma glycoprotein"
202472_at	2.57E-02	3.26E-03	3.073651	-2.07043	0.9805635	MPI	mannose phosphate isomerase
200615_s_at	2.57E-02	3.26E-03	3.073379	-2.07114	0.7621037	AP2B1	adaptor related protein complex 2 beta 1 subunit
202405_at	2.57E-02	3.26E-03	3.073303	-2.07133	0.6793977	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1
200730_s_at	2.57E-02	3.26E-03	3.073194	-2.07162	0.6962417	PTP4A1	"protein tyrosine phosphatase type IVA, member 1"
209339_at	2.57E-02	3.27E-03	3.072689	-2.07292	1.0374368	SIAH2	siah E3 ubiquitin protein ligase 2
201522_x_at	2.57E-02	3.27E-03	3.072392	-2.07369	0.4566997	SNURF///SNRPN	SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N
211841_s_at	2.57E-02	3.27E-03	-3.07197	-2.07479	-0.7904516	TNFRSF25	TNF receptor superfamily member 25
209028_s_at	2.58E-02	3.28E-03	3.071701	-2.07548	0.5137802	ABI1	abl interactor 1
218427_at	2.58E-02	3.28E-03	3.071639	-2.07564	0.9744668	SDCCAG3	serologically defined colon cancer antigen 3
212029_s_at	2.58E-02	3.28E-03	-3.071317	-2.07648	-0.9340012	PTOV1-AS2	PTOV1 antisense RNA 2
215531_s_at	2.58E-02	3.28E-03	-3.071079	-2.07709	-1.4247571	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit
203912_s_at	2.58E-02	3.28E-03	3.070933	-2.07747	0.8669399	DNASE1L1	deoxyribonuclease 1 like 1
206571_s_at	2.58E-02	3.28E-03	3.070886	-2.07759	0.6564317	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
218843_at	2.58E-02	3.29E-03	-3.070801	-2.07781	-0.6295313	FNDC4	fibronectin type III domain containing 4
218009_s_at	2.58E-02	3.29E-03	3.070651	-2.0782	1.3376293	PRC1	protein regulator of cytokinesis 1
212992_at	2.58E-02	3.29E-03	3.070595	-2.07835	0.9849415	AHNAK2	AHNAK nucleoprotein 2
204517_at	2.58E-02	3.29E-03	3.070205	-2.07935	0.626912	PPIC	peptidylprolyl isomerase C
201264_at	2.58E-02	3.29E-03	3.070002	-2.07988	1.663875	COPE	coatomer protein complex subunit epsilon
220757_s_at	2.58E-02	3.29E-03	3.069955	-2.08	1.0391885	MIR4746///UBXN6	microRNA 4746///UBX domain protein 6
220234_at	2.58E-02	3.30E-03	-3.069787	-2.08044	-1.2537184	CA8	carbonic anhydrase 8
219573_at	2.58E-02	3.30E-03	-3.069506	-2.08117	-0.4376858	CARMIL1	capping protein regulator and myosin 1 linker 1
204719_at	2.58E-02	3.30E-03	-3.069123	-2.08216	-1.9547487	ABCA8	ATP binding cassette subfamily A member 8
215277_at	2.58E-02	3.30E-03	-3.068766	-2.08308	-1.0741417	PCDH1	protocadherin 1
212198_s_at	2.58E-02	3.31E-03	3.068601	-2.08351	0.776966	TM9SF4	transmembrane 9 superfamily member 4
201599_at	2.58E-02	3.31E-03	3.068594	-2.08352	0.6384678	OAT	ornithine aminotransferase
205678_at	2.59E-02	3.31E-03	-3.067895	-2.08533	-0.7564593	AP3B2	adaptor related protein complex 3 beta 2 subunit
201737_s_at	2.59E-02	3.31E-03	3.067764	-2.08567	1.141668	6-Mar	membrane associated ring-CH-type finger 6
211525_s_at	2.59E-02	3.32E-03	-3.067654	-2.08596	-0.9748425	GP5	glycoprotein V platelet
202967_at	2.59E-02	3.32E-03	-3.067492	-2.08638	-0.758622	GSTA4	glutathione S-transferase alpha 4
217474_at	2.59E-02	3.32E-03	-3.067485	-2.08639	-0.7323214	LINC01482	long intergenic non-protein coding RNA 1482
209972_s_at	2.59E-02	3.32E-03	-3.067306	-2.08686	-0.7002265	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
203320_at	2.59E-02	3.32E-03	-3.067275	-2.08694	-0.5155982	SH2B3	SH2B adaptor protein 3
200080_s_at	2.59E-02	3.32E-03	3.067095	-2.0874	0.5384156	H3F3AP4///H3F3B///H3F3A	"H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A"
211146_at	2.59E-02	3.32E-03	-3.066984	-2.08769	-0.8376234	IGKC	immunoglobulin kappa constant
210918_at	2.59E-02	3.33E-03	-3.066554	-2.0888	-1.0182885		
209596_at	2.59E-02	3.33E-03	3.066326	-2.08939	1.4409262	MXRA5	matrix remodeling associated 5
221107_at	2.59E-02	3.33E-03	-3.066125	-2.08991	-0.6636121	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit
201830_s_at	2.59E-02	3.33E-03	3.065993	-2.09025	1.5348435	NET1	neuroepithelial cell transforming 1
217832_at	2.59E-02	3.33E-03	3.065982	-2.09028	0.7085271	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
218618_s_at	2.59E-02	3.33E-03	3.065976	-2.0903	1.1211388	LOC101928615///FNDC3B	uncharacterized LOC101928615///fibronectin type III domain containing 3B
221781_s_at	2.59E-02	3.34E-03	3.065465	-2.09162	1.4385063	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
204242_s_at	2.60E-02	3.34E-03	-3.064846	-2.09322	-1.3327952	ACOX3	"acyl-CoA oxidase 3, pristanoyl"
217410_at	2.60E-02	3.34E-03	-3.064596	-2.09386	-0.89349	AGRN	agrin
218499_at	2.60E-02	3.34E-03	3.064576	-2.09392	1.5112442	STK26	serine/threonine protein kinase 26
215431_at	2.60E-02	3.35E-03	-3.064291	-2.09465	-1.2046728	SNTB1	syntrophin beta 1
202343_x_at	2.60E-02	3.35E-03	3.064158	-2.095	0.7019711	COX5B	cytochrome c oxidase subunit 5B
209418_s_at	2.60E-02	3.35E-03	-3.064043	-2.0953	-0.793964	THOC5	THO complex 5
206577_at	2.60E-02	3.35E-03	-3.063941	-2.09556	-1.5149974	VIP	vasoactive intestinal peptide
217901_at	2.60E-02	3.35E-03	3.063663	-2.09628	0.9992363	DSG2	desmoglein 2
214208_at	2.60E-02	3.35E-03	-3.063508	-2.09668	-0.7603955	KLHL35	kelch like family member 35
211380_s_at	2.60E-02	3.36E-03	-3.062683	-2.09881	-0.8153807	PRKG1	"protein kinase, cGMP-dependent, type I"
211907_s_at	2.61E-02	3.37E-03	-3.062052	-2.10044	-1.2166779	PARD6B	par-6 family cell polarity regulator beta
203161_s_at	2.61E-02	3.38E-03	-3.061311	-2.10235	-0.7828169	RNF8	ring finger protein 8
205748_s_at	2.61E-02	3.38E-03	3.06129	-2.10241	1.3603578	RNF126	ring finger protein 126
205314_x_at	2.61E-02	3.38E-03	-3.060681	-2.10398	-0.9755291	SNTB2	syntrophin beta 2
207004_at	2.62E-02	3.39E-03	-3.060308	-2.10495	-0.75591	BCL2	"BCL2, apoptosis regulator"
207870_at	2.62E-02	3.39E-03	-3.060284	-2.10501	-1.340348	AKAP9	A-kinase anchoring protein 9
217755_at	2.62E-02	3.39E-03	3.059529	-2.10696	0.9375567	HN1	hematological and neurological expressed 1
212713_at	2.62E-02	3.40E-03	-3.059323	-2.10749	-1.5767063	MFAP4	microfibrillar associated protein 4
207786_at	2.62E-02	3.40E-03	-3.058902	-2.10858	-1.2201778	CYP2R1	cytochrome P450 family 2 subfamily R member 1
207206_s_at	2.63E-02	3.41E-03	-3.058028	-2.11083	-1.2074918	ALOX12	"arachidonate 12-lipoxygenase, 12S type"
220924_s_at	2.63E-02	3.41E-03	3.057669	-2.11176	0.8835236	SLC38A2	solute carrier family 38 member 2
201068_s_at	2.63E-02	3.41E-03	3.057356	-2.11257	0.5662321	PSMC2	"proteasome 26S subunit, ATPase 2"
214994_at	2.63E-02	3.41E-03	-3.057352	-2.11258	-1.3798198	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
210780_at	2.64E-02	3.42E-03	-3.056656	-2.11437	-0.8523524	ESR2	estrogen receptor 2
206043_s_at	2.64E-02	3.42E-03	-3.056407	-2.11501	-1.2499334	ATP2C2	ATPase secretory pathway Ca2+ transporting 2
211349_at	2.64E-02	3.43E-03	-3.055801	-2.11658	-0.8010046	SLC15A1	solute carrier family 15 member 1
217791_s_at	2.64E-02	3.43E-03	3.055756	-2.1167	0.7275297	ALDH18A1	aldehyde dehydrogenase 18 family member A1
206847_s_at	2.64E-02	3.43E-03	3.055615	-2.11706	1.1056391	HOXA7	homeobox A7
219707_at	2.64E-02	3.43E-03	-3.055451	-2.11748	-0.5675269	CPNE7	copine 7
202638_s_at	2.64E-02	3.43E-03	-3.055344	-2.11776	-1.1043663	ICAM1	intercellular adhesion molecule 1
208643_s_at	2.64E-02	3.44E-03	3.055012	-2.11861	0.5975431	XRCC5	X-ray repair cross complementing 5
209183_s_at	2.65E-02	3.45E-03	-3.054018	-2.12118	-1.6536116	C10orf10	chromosome 10 open reading frame 10
211758_x_at	2.65E-02	3.45E-03	3.053918	-2.12144	0.5161489	TXNDC9	thioredoxin domain containing 9
205042_at	2.65E-02	3.45E-03	-3.053644	-2.12214	-0.4496188	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
220232_at	2.65E-02	3.45E-03	-3.053615	-2.12222	-1.2349588	SCD5	stearoyl-CoA desaturase 5
210081_at	2.65E-02	3.46E-03	-3.052708	-2.12455	-1.436442	AGER	advanced glycosylation end-product specific receptor
216632_at	2.65E-02	3.46E-03	-3.052644	-2.12472	-0.8801538	NAV3	neuron navigator 3
212553_at	2.66E-02	3.47E-03	3.051966	-2.12647	1.228192	RPRD2	regulation of nuclear pre-mRNA domain containing 2
218640_s_at	2.66E-02	3.47E-03	-3.051245	-2.12833	-0.6318513	PLEKHF2	pleckstrin homology and FYVE domain containing 2
217479_at	2.66E-02	3.47E-03	-3.051244	-2.12833	-0.9322189	SHISA6	shisa family member 6
216102_at	2.66E-02	3.48E-03	-3.051113	-2.12867	-0.8049062	PHLDB1	pleckstrin homology like domain family B member 1
213699_s_at	2.66E-02	3.48E-03	3.050997	-2.12897	0.5707367	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
